unknown,DESC:manner How did serfdom develop in and then leave Russia ?
unknown,DESC:manner How can I find a phone number of someone if I only know their email address ?
unknown,DESC:manner How can you contact play producers and promoters on-line ?
who,HUM:ind Who is the monarch of the United Kingdom ?
what,ENTY:dismed What is a fear of passing high objects ?
what,DESC:desc What do players try to do when the music stops in a game of musical chairs ?
what,HUM:ind What are the top ten most common girl names in the US ?
unknown,DESC:reason Why is black the color of mourning in the West ?
what,ENTY:other What is the rarest coin ?
what,ENTY:cremat What Judith Rossner novel was made into a film starring Diane Keaton ?
unknown,LOC:country Which country is Australia 's largest export market ?
unknown,LOC:other Where is the Kentucky Horse Park located ?
what,ENTY:dismed What is a fear of parasites ?
unknown,ENTY:sport In what Olympic Games did Nadia Comaneci become popular ?
who,HUM:ind Who does data collection in tourism ?
what,HUM:ind What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?
what,LOC:state What is the leading pecan and peanut growing state ?
what,DESC:desc What does a nihilist believe in ?
unknown,DESC:desc What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?
unknown,"ENTY:sport In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?"
who,HUM:ind Who were the four famous founders of United Artists ?
what,ENTY:cremat What 2 statues did France give to other countries ?
what,DESC:def What are amphibians ?
unknown,NUM:count How many sperm cells are in an average ejaculation ?
unknown,ENTY:product Name the disposable razor that `` costs about 19 cents . ''
unknown,NUM:dist How far do you have to run if you hit a home run ?
who,HUM:ind Who was the only U.S. President to wear a Nazi uniform ?
what,HUM:gr Woodrow Wilson served as president of what university ?
unknown,LOC:other Where are the tropical rain forest distributions ?
what,HUM:ind What 's the nickname of oddsmaker Jimmy Snyder ?
what,ENTY:dismed What is the fear of being loved ?
what,NUM:other What was the number of people that Randy Steven Craft was convicted of killing ?
what,HUM:title What was Queen Victoria 's title regarding India ?
unknown,DESC:manner How is a hydrogen bomb different from a nuclear bomb ?
unknown,NUM:dist How far can a man travel in outer space ?
unknown,LOC:other Where was Lincoln assassinated ?
what,ENTY:food What type of food makes you fat ?
what,ENTY:dismed What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?
what,NUM:count What was the U.S. highway death toll in 1969 ?
what,"ENTY:animal What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?"
what,ENTY:cremat What are the shortest and the longest songs ever produced ?
what,ENTY:letter What letter is to the right of K on a typewriter keyboard ?
what,"DESC:desc What is the origin and the meaning of the name , `` Hajo ? ''"
what,ENTY:word What is the plural of gulf ?
unknown,HUM:ind Whose autobiography is titled Yes I Can ?
what,NUM:date What year did the United States pass the Copyright law ?
what,NUM:perc What percentage of Americans own their homes ?
what,NUM:date What 's the first day of the week ?
what,LOC:city What city was President William McKinley shot in ?
what,LOC:city What city has the world 's longest subway system ?
who,"HUM:ind Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?"
what,DESC:def What is Bombay duck ?
unknown,NUM:count How many degrees cooler is the inside of a cucumber than the air outside ?
what,HUM:ind What double talking `` professor '' holds a doctorate in Nothing ?
what,LOC:city What are the five most expensive cities in the world ?
what,HUM:ind What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?
unknown,NUM:count How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?
what,DESC:def What is a virtual IP address ?
what,HUM:ind What was the name of the cook on Rawhide ?
what,LOC:other What county is Chicago in ?
what,NUM:dist What is the wingspan of a condor ?
what,DESC:desc What facial feature typically contains about 55 hairs ?
who,"HUM:ind Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage ."
unknown,DESC:manner How can I transport files from one computer to another ?
what,ENTY:termeq What 's the literary term for a play on words ?
what,ENTY:color What color were their horses ?
what,NUM:money What does an average daycare provider get paid in New England ?
what,HUM:ind What author landed a 468-pound marlin without harness in the early 193 's ?
unknown,NUM:count How many Americans fought for the British in the American Revolution ?
what,ENTY:other What kind of education do I need to become a flight attendant ?
what,ENTY:lang What are the two languages of Malta ?
unknown,NUM:count How many oceans are there and name them ?
what,DESC:desc What happened during the Blackhawk Indian war of 1832 ?
unknown,NUM:count How many pairs of legs does a lobster have ?
what,DESC:def What does the Latin ante mortem mean ?
what,DESC:def What does the name Shawn mean ?
unknown,LOC:other Where is the Danube ?
unknown,"HUM:ind What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?"
what,ENTY:animal What do you call a group of geese ?
who,"HUM:ind Who delivered his last newscast on March 6 , 1981 ?"
unknown,"NUM:count How many times has `` Louie , Louie '' been recorded ?"
unknown,DESC:manner How is Answers.com different from KnowPost.com ?
what,LOC:other What is the longest place name in the U.S. ?
what,NUM:perc What percent liked Thatcher after she had been in power for a decade ?
unknown,"LOC:other Where does Buzz Aldrin want to build a permanent , manned space station ?"
what,ENTY:cremat What was Mel Gibson 's first movie ?
unknown,DESC:reason Why was the L.A. office of Shea and Gould closed ?
unknown,DESC:manner How do I start a bank ?
unknown,DESC:manner How do Ouija Boards work ?
what,ENTY:animal What horse did Zorro ride ?
unknown,DESC:manner How do you get a broken cork out of a bottle ?
unknown,LOC:other Where can I find correct tabs for Third Eye Blind songs ?
unknown,DESC:manner How do you determine heating requirements for your home ?
what,HUM:ind What former major-league left-handed baseball pitcher was known as `` Space Man '' ?
unknown,"ENTY:product Which hair care product told us `` hate that gray , wash it away '' ?"
unknown,DESC:reason Why did the chicken cross the road ?
what,HUM:ind What was Michelangelo 's last name ?
who,HUM:desc Who is Barbara Jordan ?
who,HUM:ind Who was the Democratic nominee in the American presidential election ?
what,ENTY:cremat What was Connecticut 's first constitution called ?
what,ENTY:event What historical event happened in Dogtown in 1899 ?
what,DESC:def What is being done about the millennium bug ?
what,DESC:reason What was the claim to fame of King Camp Gillette ?
what,ENTY:dismed What is the most common kind of skin cancer in the U.S. ?
what,DESC:def What is Olestra ?
what,LOC:country What Asian country has a bill of rights for cows ?
unknown,NUM:count How many fingers are used to draw a bow ?
what,ENTY:plant What are two plants that clothes are made from ?
when,NUM:date When was Hurricane Hugo ?
what,ENTY:food What is the most heavily caffeinated soft drink ?
what,HUM:ind What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?
what,NUM:money What was the price of Varian Associates ' vacuum products division ?
when,NUM:date When was `` the Great Depression '' ?
what,ENTY:lang What language is mostly spoken in Brazil ?
what,HUM:gr What college produced the most winning Super Bowl quarterbacks ?
unknown,DESC:manner How do you solve `` Rubik 's Cube '' ?
what,DESC:def What is prepared mustard ?
what,HUM:ind What classical Spanish writer warned : `` All that glitters is not gold '' ?
what,DESC:def What does `` antidisestablishmentarianism '' mean ?
what,HUM:ind What actor married John F. Kennedy 's sister ?
what,ENTY:dismed What does a topophobic actor suffer from ?
who,HUM:ind Who fired Maria Ybarra from her position in San Diego council ?
unknown,"NUM:period The italian artist , Maurizio Pellegrin , is how old ?"
what,ENTY:other What type of hunting are retrievers used for ?
what,DESC:reason What is Colin Powell best known for ?
who,HUM:ind Who was the first black golfer to tee off in the Masters ?
what,LOC:city What city is the setting for Puccini 's opera La Boheme ?
what,HUM:ind What U.S. President showed a fondness for munching on bee pollen bars ?
what,DESC:def What is measured in curies ?
unknown,HUM:ind Whose cover is that of an employee of Universal Import and Export ?
what,HUM:ind What former president 's daughter has written a book titled Murder in the White House ?
what,HUM:ind What fictional character is known as the `` melancholy Dane '' ?
what,ENTY:product Italy is the largest producer of what ?
what,HUM:ind What longtime game show host dropped dead while jogging in Central Park in 1984 ?
what,"DESC:def What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''"
who,HUM:ind Who were the `` filthiest people alive ? ''
what,ENTY:dismed What infectious disease is the world 's deadliest ?
what,DESC:def What is Spumante ?
what,NUM:date In what year did Ireland elect its first woman president ?
what,DESC:def What is an isthmus ?
what,ENTY:animal What was the name of the orca that died of a fungal infection ?
unknown,LOC:other Where is Mozambique located ?
what,ENTY:animal What is Mississippi 's state animal ?
what,DESC:desc What 's the origin of the word ` news ' ?
what,ENTY:other What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?
unknown,NUM:count How many months does a normal human pregnancy last ?
unknown,DESC:manner How do fuel injectors work ?
unknown,DESC:manner How can your school march in the Macy 's Thanksgiving Parade ?
what,HUM:ind What is the real name of disc jockey `` Wolfman Jack '' ?
what,ENTY:veh What Italian liner was hijacked in 1985 ?
what,LOC:city What city houses the U.S. headquarters of Procter and Gamble ?
what,ENTY:product What soap was touted as being `` for people who like people '' ?
unknown,NUM:money How much was the minimum wage in 1991 ?
what,ABBR:exp What does NAFTA stand for ?
who,HUM:ind Who invented silly putty ?
what,"HUM:gr What new middle school was built in Philadelphia , Pennsylvania last year ?"
who,HUM:ind Who patented the first phonograph ?
what,ENTY:techmeth What are some tips for building a fire in a fireplace ?
what,ENTY:food What do manatees eat ?
unknown,ENTY:termeq How do you say 2 in Latin ?
what,ENTY:cremat What were popular songs and types of songs in the 1920s ?
unknown,NUM:count How many Vietnamese were there in the Soviet Union ?
what,ENTY:other What is November 's birthstone ?
what,DESC:def What is a Certified Nurse Midwife ?
unknown,"NUM:count On average , how many miles are there to the moon ?"
who,HUM:ind Who created private detective Philip Marlowe ?
what,"ENTY:cremat What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?"
what,DESC:desc What is the origin of the expression `` tout de suite '' ?
what,ENTY:word What is the longest English word ?
what,DESC:reason What is the purpose of a car bra ?
what,DESC:reason What is D.B. Cooper known for ?
who,HUM:desc Who is Colin Powell ?
what,ENTY:animal What species is a colt ?
what,ABBR:exp What is the full name of the PLO ?
what,LOC:country What is the smallest country in Africa ?
who,HUM:ind Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?
what,ENTY:event What age followed the Bronze Age ?
what,HUM:title What is her profession ?
what,HUM:ind What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?
what,ABBR:exp What does the word LASER mean ?
what,DESC:def What does the name `` Anthony '' mean ?
who,HUM:ind Who was Lauren Bacall 's first husband ?
what,DESC:def What is a rhomboideus minor ?
unknown,NUM:count How many hands does Bjorn Borg use when hitting his forehand ?
unknown,NUM:count How many people died on D-Day ?
what,"HUM:ind What U.S. Congressman said : `` Keep the faith , baby '' ."
who,HUM:ind Who created the character of Scrooge ?
what,NUM:other What is the student population at the University of Massachusetts in Amherst ?
unknown,LOC:other Where is Windsor Castle ?
when,NUM:date When did the Dow first reach ?
unknown,DESC:reason Why were people recruited for the Vietnam War ?
what,HUM:gr What party was Winston Churchill a member of ?
what,HUM:gr What American League baseball team 's worst finish between 1926 and 1964 was fourth ?
unknown,LOC:other Where can I find the names of all the 15 Pokemon ?
what,LOC:state What state does Martha Stewart live in ?
unknown,ENTY:animal Which killer whale died at Sea World of a fungal infection ?
what,LOC:country What are the Benelux countries ?
unknown,LOC:other Where 's the Petrified Forest ?
what,ENTY:lang What is a language spoken by the Sioux ?
unknown,LOC:other Where is Tornado Alley ?
who,HUM:ind Who was the author of `` John Brown 's Body '' ?
what,HUM:ind What American poet wrote : `` Good fences make good neighbors '' ?
what,LOC:state What state in the U.S. has the most blacks ?
unknown,DESC:reason Why are electric cars less efficient in the northeast than in California ?
what,HUM:title What was the occupation of Mandy Rice-Davies ?
what,LOC:city What is the city in which Maurizio Pellegrin lives called ?
who,HUM:ind Who painted the Sistine Chapel ?
unknown,HUM:ind Name the various costumed personas of Dr. Henry Pym .
what,ENTY:animal What breed of dog was the `` Little Rascals '' dog ?
what,DESC:desc What are the living conditions in Cuba ?
what,ENTY:color What color are school buses ?
what,LOC:other What is the oldest website on the Internet ?
what,"ENTY:event What events happened January 26 , 1978 ?"
what,HUM:ind What explorers followed Columbus to the Americas ?
who,HUM:ind Who is actress Goldie Hawn 's current actor boyfriend ?
who,HUM:ind Who banned Peter Rose from baseball for betting on games ?
what,DESC:def What are the seven virtues ?
what,ENTY:termeq What other name were the `` Little Rascals '' known as ?
when,NUM:date When was the San Francisco fire ?
what,ENTY:dismed What is a fear of food ?
unknown,"NUM:count How many casinos are in Atlantic City , NJ ?"
what,NUM:date What year did the Vietnam War end ?
what,HUM:ind What are the names of Richard Nixon 's two daughters ?
what,ENTY:word What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?
what,NUM:count What is the chromosome number of an elephant ?
what,HUM:gr What organization was founded by the Rev. Jerry Falwell ?
what,LOC:other What 's the longest river in the world ?
unknown,ENTY:food Which soft drink does Madonna advertise for ?
what,HUM:gr What company is being bought by Yahoo and how much is the deal worth ?
when,NUM:date When was Berlin 's Brandenburg gate erected ?
unknown,NUM:count How many double-word-score spaces are there on a Scrabble Crossword Game board ?
what,NUM:date What year did Germany sign its nonaggression pact with the Soviet Union ?
what,LOC:mount What mountain range is traversed by the highest railroad in the world ?
unknown,DESC:reason Why were the American soldiers in WWI called `` Doughboys ''
who,HUM:ind Who was nicknamed The Little Corporal ?
unknown,NUM:count How many CDs has Garth Brooks sold ?
unknown,ENTY:veh Name the vessel used by the Atari Force in the DC comics .
unknown,LOC:other Where are the leading medical groups specializing in lung diseases ?
unknown,"DESC:manner How can I find online spelling , and punctuation drills for my 6th grader ?"
what,LOC:other What 's the sacred river of India ?
what,LOC:country What is Stefan Edberg 's native country ?
what,ENTY:body What is the only gland in humans that can regenerate itself ?
unknown,NUM:count How many Gutenberg Bibles are there ?
unknown,LOC:country Name the largest country in South America .
what,ENTY:event What astronomical phenomenon takes place in Jan. 1999 ?
what,DESC:desc What information can you get me on Fairground Park in St. Louis
what,HUM:ind What was American folk hero John Chapman 's nickname ?
what,DESC:desc What is the difference between a median and a mean ?
what,ENTY:cremat What was the top box office movie in April 1998 ?
what,DESC:reason What makes thunder ?
what,HUM:ind What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ?
unknown,"ENTY:other Which is the largest clock , diameter wise , in Europe ?"
what,ENTY:plant What plant is rum made from ?
what,LOC:country What country are Godiva chocolates from ?
unknown,"HUM:ind Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?"
unknown,ENTY:food Which condiment was once sold as a patent medicine ?
what,LOC:state What U.S. state records the least rainfall ?
unknown,DESC:reason Why did the world enter a global depression in 1929 ?
what,"DESC:def What was archy , and mehitabel ?"
what,LOC:city What Texas city got its name from the Spanish for `` yellow '' ?
what,ENTY:substance What are the chemicals used in glowsticks ?
what,LOC:country What country did the Nile River originate in ?
what,ENTY:color What color are tennis balls ?
what,HUM:ind What barroom judge called himself The Law West of the Pecos ?
what,DESC:desc What excuse did the NATO people give for hitting the Chinese embassy ?
who,HUM:ind Who was President of Costa Rica in 1994 ?
what,ENTY:sport What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?
what,LOC:country What country has the best defensive position in the board game Diplomacy ?
what,LOC:country What two countries share the Khyber Pass ?
who,HUM:ind Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?
what,DESC:desc What is the origin of the surname of Braun ?
what,"ENTY:sport What card game has variations called Canfield , Klondike and Spider ?"
what,DESC:def What is Australia Day ?
what,ENTY:animal What mammal of North America is the world 's longest-lived for its size ?
what,DESC:def What was the Chivington Massacre ?
what,"HUM:ind What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?"
unknown,NUM:count How many home runs did Lou Gehrig have during his career ?
what,LOC:city In what city is the headquarters of Sinn Fein ?
unknown,LOC:other Where can I find information on George Bush ?
who,HUM:ind Who is the voice of Miss Piggy ?
what,ENTY:termeq What is the dialogue circle in cartoons called ?
what,"DESC:def What does the word camaro mean , from the GM car the Camaro ?"
who,HUM:ind Who replaced Bert Parks as the host of The Miss America Pageant ?
unknown,NUM:count How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?
what,DESC:def What is the AIM-54C Phoenix ?
when,NUM:date When are sheep shorn ?
what,ENTY:sport What sport is Chris Jogis a top player of ?
what,LOC:other What 's the second-largest island in the world ?
what,DESC:def What is the definition of low island ?
what,NUM:date What century does Captain Video live in ?
what,ENTY:other What types of water pollution are there ?
unknown,NUM:count How many astronauts manned each Project Mercury flight ?
what,ENTY:food What soft drink would provide me with the biggest intake of caffeine ?
what,ENTY:other What 's the name of a golf course in Myrtle Beach ?
what,ENTY:event What are some of the significant historical events of the 1990s ?
unknown,ENTY:cremat Name the only extant trilogy of classical Greek plays .
unknown,LOC:other Where is Logan Airport ?
what,DESC:desc What is the difference between Neoclassical art and Romanticism art ?
who,HUM:ind Who was the first person inducted into the U.S. Swimming Hall of Fame ?
what,HUM:ind What golfer has been called Ohio Fats and Blobbo ?
who,HUM:ind Who murdered Leno and Rosemary LaBianca on August 1
what,NUM:money What is the average cost for four years of medical school ?
what,ENTY:other What does God create in the first sentence of the Bible ?
unknown,HUM:ind Which of the following men was not married to Rita Hayworth ?
what,NUM:money What is the current ticket fare from from Cairo to Barbados ?
what,ABBR:exp What does NN O `` mean when used as a prefix in Irish surnames ?
unknown,DESC:manner How do you find oxidation numbers ?
what,LOC:state What is the state nickname of Mississippi ?
what,"DESC:reason What is Black Hills , South Dakota most famous for ?"
what,ENTY:cremat What 1966 boob tube bomb took astronauts back to prehistoric times ?
unknown,NUM:count How many students attend the University of Massachusetts ?
who,"HUM:ind Who said , `` I shall return . '' during World War Two ?"
what,ENTY:event What holidays are celebrated in Ireland ?
who,"HUM:ind Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?"
what,DESC:def What are the Greek numerals ?
what,LOC:other What 's the name of the temple that is located near the capital city of Laos ?
what,ENTY:dismed What is a fear of sleep ?
what,ENTY:sport What auto race was Wilbur Reed the first to win three times ?
what,ENTY:animal What are the most common breeding birds in the U.S. ?
what,"ENTY:event What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?"
unknown,DESC:manner How do you look up criminal records on the Internet ?
unknown,"LOC:other Where is the actress , Marion Davies , buried ?"
what,DESC:desc What is an example of an actual case of using the Fourteenth Amendment ?
who,HUM:ind Who was the Charlie perfume woman ?
what,HUM:ind Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?
